식별번호,성별,나이,우편번호,가입기간,대출건수,문의건수,보유계좌수,연체금액,대출금액,예금잔액,적금잔액
46751668,1,66,18433,11,4,7,5,71,68,189,254
98682441,2,28,11925,11,4,6,4,121,33,32,42
53665954,2,64,11914,11,3,7,1,0,140,88,149
31860291,2,63,25108,10,3,6,3,0,33,81,91
24844539,1,60,57967,11,4,7,4,0,289,59,102
39832293,2,51,04534,11,4,7,2,0,43,98,133
26114003,2,48,06619,11,3,7,3,0,177,154,310
99498214,2,36,25779,12,5,8,1,0,232,26,204
70552284,1,50,38855,11,3,9,1,0,140,38,98
89263305,2,28,41779,13,5,8,1,0,148,22,37
36762109,1,47,22382,12,5,9,2,0,286,135,312
58976797,2,36,50902,10,3,7,2,25,168,95,186
62269772,2,54,31075,10,3,8,10,113,350,49,150
51148345,1,89,10108,9,2,5,1,0,33,20,30
51770721,1,78,63044,10,3,5,2,0,33,20,30
13619571,2,49,12758,11,4,7,1,0,117,193,286
73939212,2,75,06775,11,4,8,3,91,33,25,273
46332666,2,57,33007,10,3,7,3,41,33,65,193
12797581,1,30,17774,10,3,7,4,0,152,41,56
14337932,2,57,10540,11,4,7,3,0,71,61,196
25266488,2,52,25233,10,3,8,5,0,78,69,214
63753684,2,74,44946,11,3,6,1,0,33,72,82
38409669,2,55,39149,12,5,9,1,0,432,53,199
41428457,1,49,11346,10,3,6,1,23,33,73,83
91760917,1,55,39237,13,5,9,2,0,76,24,207
86907745,2,41,24272,11,4,5,1,35,33,20,30
15466428,2,36,35234,13,5,9,2,0,349,28,103
71001039,2,33,06035,12,5,10,1,0,504,21,93
32918557,1,31,22136,10,3,5,2,29,33,20,30
73413955,2,61,41535,12,4,8,3,0,179,114,169
56839698,1,50,22807,16,8,10,1,0,300,51,294
84626651,1,47,01762,10,3,8,8,85,136,119,312
20776014,2,37,10821,17,9,7,1,0,212,50,62
21072095,2,44,07014,11,4,7,2,29,650,53,122
71464483,1,58,58227,11,4,11,1,0,638,26,222
14663434,1,46,28534,13,4,9,1,0,232,21,41
22335204,1,35,63029,10,3,5,7,77,33,20,30
21095462,2,44,12234,10,3,6,3,35,33,190,200
23273524,2,62,35310,10,3,8,3,0,99,44,72
48185237,1,67,37738,11,4,7,6,0,204,130,182
76594565,2,42,42735,15,6,8,3,59,33,59,208
94828725,2,44,54395,12,4,6,2,71,33,74,84
23384548,2,68,27826,12,4,6,1,77,33,72,82
81944028,2,36,51463,9,2,7,1,0,56,30,40
67708098,1,34,51194,10,3,7,3,35,155,21,91
44708621,2,52,04366,11,4,7,3,115,173,156,283
48587771,2,42,10878,13,5,6,1,0,33,198,208
98105285,2,39,29038,13,6,10,2,0,222,22,140
82193249,1,53,14598,10,3,8,14,0,71,22,198
19770729,2,57,57987,10,3,13,8,0,144,23,238
57194566,2,70,12622,13,5,7,1,0,114,134,223
67896843,2,31,28545,10,3,11,3,43,66,23,147
77594749,1,60,52697,13,4,8,1,0,328,41,198
26255432,1,20,47254,10,3,5,2,0,33,20,30
55020177,1,51,16616,14,7,10,1,0,200,43,206
55828646,2,50,30119,13,5,6,1,55,33,156,166
66142701,1,22,47320,9,2,5,1,0,33,20,30
28536083,2,40,52733,11,3,7,6,0,135,22,92
11759706,1,25,21525,9,2,5,1,0,33,20,30
75152319,1,41,16349,10,3,7,2,25,39,25,203
29986944,2,56,53027,12,3,7,2,77,33,66,117
39243839,2,35,07653,11,4,6,2,0,33,83,93
43774965,2,51,05794,11,4,11,2,0,397,30,156
71049952,2,54,47115,11,4,9,3,47,183,68,111
46687273,2,50,49520,10,3,10,3,0,1138,40,173
69159708,1,34,57934,11,3,7,2,37,120,42,126
65996192,1,49,05554,12,4,9,2,67,597,36,169
65140151,2,39,22777,13,4,7,2,0,89,113,184
83917194,1,37,14449,11,4,10,3,0,333,25,186
74100148,2,51,06568,13,5,6,1,0,33,108,118
85242796,2,42,34934,11,3,11,1,0,201,28,199
92509980,1,38,04954,14,6,9,1,0,33,30,84
55701069,2,38,16556,12,4,11,2,0,493,24,195
97564261,2,28,42675,10,3,6,3,67,33,57,67
85788171,1,46,61949,14,6,11,1,0,322,22,326
29680991,2,34,44690,9,2,7,1,0,55,21,66
18976791,2,38,42913,17,8,13,2,0,636,32,187
46406781,1,41,08761,10,3,7,5,0,87,129,200
67421567,2,34,27388,11,4,7,7,0,128,89,149
88980269,2,54,57238,11,4,8,3,71,533,119,197
94107328,2,46,32800,9,2,7,1,0,134,140,308
35525681,2,40,08506,12,5,9,2,0,243,21,100
92735661,1,52,14209,10,3,8,4,0,157,54,216
66678427,2,47,13522,11,4,8,1,23,88,200,305
54842518,2,43,04782,13,5,7,1,77,183,87,147
44058638,1,45,06141,11,4,8,4,95,122,54,149
28137579,2,56,15069,13,6,10,1,0,111,50,334
39683888,2,39,16334,12,5,7,3,0,160,35,194
76105350,2,44,38145,13,5,7,3,77,220,159,257
93255302,2,37,32952,12,5,12,1,0,543,36,195
85291622,2,46,04534,14,7,7,1,0,45,72,93
69063674,2,45,47032,11,4,9,1,103,580,23,129
94794398,2,46,46929,10,3,10,4,0,101,23,148
18940302,2,51,17893,10,3,7,2,0,36,88,130
72386707,1,46,03335,10,3,8,9,103,215,44,210
20062526,2,62,05398,16,8,10,1,0,216,28,90
77512489,1,51,06572,12,4,8,1,0,102,69,134
45428629,2,28,50133,14,5,5,1,121,33,20,30
96582106,2,28,24014,15,8,6,1,0,33,87,97
95103748,2,44,47520,11,4,10,2,0,403,26,189
83650398,2,50,14637,12,3,8,1,0,33,41,209
41346690,2,61,03152,14,6,9,1,0,786,91,211
97315047,1,56,37338,10,3,6,1,23,33,96,106
12151655,2,37,07327,12,4,6,1,0,33,143,153
68331160,2,55,37585,12,5,8,2,0,58,53,212
64472585,2,55,10460,13,3,10,2,0,327,24,227
48115035,2,78,38817,11,4,5,1,0,33,20,30
21382641,2,46,51395,12,4,12,2,0,645,38,188
16536389,2,38,01454,11,4,5,6,0,33,20,30
75344183,1,62,25779,10,3,7,6,0,108,67,153
53566831,1,49,05404,11,3,12,1,35,190,23,149
20658945,2,40,04513,12,4,8,6,0,330,22,179
99760451,2,55,24527,14,6,8,1,0,625,103,226
96698577,2,56,06017,12,4,10,4,73,33,40,193
25829383,1,58,06151,12,4,9,2,101,119,54,204
89073848,2,72,21544,10,3,5,2,25,33,20,30
23971803,2,44,41936,14,5,7,1,0,118,24,131
88821918,2,55,03198,11,3,9,1,37,44,85,223
50135111,2,37,03925,11,4,7,2,0,122,112,123
97714712,2,46,31198,17,9,11,1,0,204,51,273
79506749,1,62,16809,16,8,8,3,95,99,158,214
69470233,2,33,25769,10,3,7,1,0,690,25,84
14065186,2,51,30024,12,5,7,3,0,33,209,242
43795774,2,44,30119,11,4,6,1,43,33,23,33
33732525,2,46,03127,12,5,9,1,0,590,23,283
39031259,2,50,41908,11,4,12,9,0,958,52,281
93229438,2,46,16221,13,5,9,1,0,83,21,70
72828622,2,55,04558,15,5,13,2,0,758,33,352
68669865,1,19,48815,9,2,5,1,0,33,20,30
16403909,1,27,56005,10,3,6,2,0,33,55,65
96489564,1,55,04157,11,3,8,5,0,830,157,311
99949824,2,67,04526,10,3,8,22,0,119,35,163
41286127,1,82,05029,10,3,7,9,97,109,81,353
12691446,1,47,01604,12,3,8,1,0,231,159,298
71268931,2,55,04018,12,5,9,1,65,457,33,195
39088084,1,44,46063,13,6,7,1,0,331,22,64
89265367,1,58,53328,14,4,7,1,61,96,73,90
28425248,1,42,36115,15,6,10,2,133,167,82,224
66977545,2,56,02073,12,3,7,6,0,65,52,118
80746504,1,57,03139,11,4,11,11,0,106,21,166
59717865,1,42,22322,12,4,8,4,137,61,157,194
30064162,1,56,14538,13,3,8,2,0,104,33,274
13534042,2,36,11650,10,3,6,3,0,33,67,77
30454616,2,53,13589,10,3,7,4,0,135,87,117
99569784,1,55,12122,10,3,8,6,0,33,116,265
57795541,1,25,42087,9,2,7,1,0,122,25,41
43495241,1,35,63303,12,4,10,1,79,454,23,197
49654812,2,66,52915,11,4,6,2,61,33,77,87
34988407,2,51,16349,10,3,9,11,0,301,28,207
76553381,1,52,08628,11,3,9,6,0,241,65,270
66678987,2,55,61478,11,4,8,2,0,85,57,100
71996496,2,61,63119,12,5,11,1,0,120,21,225
36145512,2,59,03421,10,3,6,8,0,33,259,269
27339583,2,57,24391,10,3,10,6,65,63,55,223
61509667,1,48,13497,10,3,8,5,55,43,71,127
92758609,2,25,11492,11,4,6,1,37,33,46,56
45346205,2,50,16564,10,3,7,4,0,56,33,43
82758294,2,58,37139,15,8,9,1,0,192,99,183
87681530,2,73,24048,10,3,7,6,67,33,52,153
82579120,2,47,10494,16,7,9,2,67,577,57,253
49022624,1,34,04538,10,3,11,8,0,407,23,141
78278240,2,30,53050,11,4,5,2,0,33,20,30
52402492,1,34,03766,16,9,10,1,0,1280,61,182
31519678,1,57,06620,14,6,10,2,0,143,31,181
40087706,2,26,14220,12,5,8,1,0,1607,26,85
16702229,2,37,27333,9,2,7,1,0,107,40,53
32148946,1,33,04763,10,3,10,4,0,180,21,58
50145709,2,53,08227,11,3,6,5,79,33,264,274
76844060,2,29,07327,10,3,10,3,0,120,41,73
67468309,1,40,15288,11,4,9,2,0,2571,57,195
74214052,1,42,13591,11,4,11,1,97,225,28,273
25252847,1,36,17936,10,3,9,3,0,137,25,170
11516074,2,60,06278,11,3,6,6,0,33,374,384
40444678,1,72,16311,10,3,6,6,65,33,208,218
58434539,1,49,14057,10,3,8,2,0,182,21,211
28385606,2,33,10523,10,3,7,2,0,72,49,102
13233772,1,46,13595,10,3,9,3,41,592,136,258
90860153,2,53,12641,15,6,8,1,151,145,45,179
60264584,2,50,61688,11,4,10,3,0,61,22,64
12867791,1,52,43003,17,8,10,1,0,409,83,211
95477706,2,71,34804,10,3,6,2,0,33,27,37
10914175,2,34,17003,10,3,8,3,0,156,51,100
18427844,2,56,08022,11,3,6,1,0,33,190,200
22563108,1,64,15078,10,3,8,4,0,41,56,333
78119074,1,55,25136,11,4,6,2,0,33,210,220
50318872,2,52,21926,9,2,6,1,0,33,216,226
21842504,2,52,05503,10,3,6,5,0,33,147,157
81714811,2,37,14093,10,3,6,3,0,33,97,107
97958769,1,41,13591,11,3,9,8,107,36,70,202
36741028,1,76,01401,10,3,9,3,41,103,32,203
10212754,2,36,37337,14,7,8,1,0,104,37,137
96017400,2,53,15073,10,3,10,2,29,196,25,259
94986908,2,30,44429,9,2,7,1,0,33,42,106
55409269,2,81,42826,10,3,5,3,35,33,20,30
72806431,2,54,17894,14,6,9,1,0,79,86,184
53346828,2,56,51167,12,5,10,3,133,108,30,298
61593964,2,51,44224,12,5,10,1,0,362,77,249
33706168,2,30,56313,11,4,7,5,67,33,36,80
40891343,2,59,38489,11,4,5,1,0,33,20,30
51866406,2,47,18527,14,7,9,1,0,172,24,266
55728473,2,58,42438,10,3,6,17,0,33,79,89
43315099,2,37,30130,10,3,8,5,0,135,47,83
51660758,2,77,33112,11,3,6,3,0,33,72,82
42085491,2,53,63278,13,6,8,2,0,33,72,120
33443538,2,40,44259,12,5,10,7,0,387,24,205
76537064,1,51,04371,11,4,8,1,0,118,21,219
92129924,2,38,37543,11,4,7,1,0,210,33,88
96417479,1,62,50622,10,3,7,1,23,95,73,201
78588079,1,55,13980,15,7,8,1,0,212,156,283
42962958,1,66,11129,10,3,5,6,0,33,20,30
37427268,2,34,46762,13,6,11,2,0,267,22,152
21838544,1,32,15354,10,3,9,1,0,82,44,117
65167928,1,53,02845,11,3,7,2,0,278,157,354
75550581,2,51,35378,11,4,6,1,89,33,266,276
45314959,2,57,03151,13,6,9,1,109,158,24,361
46515833,1,66,61475,10,3,10,1,23,217,22,203
14693230,1,41,54906,10,3,7,4,0,197,79,124
69308835,2,67,33449,10,3,5,1,31,33,20,30
79294096,2,61,05264,14,7,8,3,0,100,115,228
15553889,1,59,38468,10,3,9,8,0,129,151,293
25426125,1,51,05100,12,5,8,2,155,271,34,163
15841396,2,62,03925,11,4,8,4,0,101,191,351
90968683,2,46,04033,10,3,8,2,0,298,27,253
42058899,2,35,31513,15,6,7,1,79,184,34,56
56602492,1,35,16929,10,3,9,3,0,201,39,122
18854691,2,67,55549,11,4,6,1,0,33,23,33
91059246,1,64,02067,11,4,6,2,0,33,105,115
44406861,2,52,41834,11,3,8,9,0,199,129,253
39472519,1,53,16897,11,4,9,1,0,99,23,223
67937086,1,50,46528,16,7,11,2,0,182,54,223
90518281,2,56,37127,16,6,8,1,61,287,53,166
37434558,1,50,14099,10,3,10,4,0,294,46,208
39752081,2,46,16616,13,5,11,1,0,774,32,300
76815875,2,75,14072,11,4,5,2,0,33,20,30
71062856,1,58,44926,10,3,6,1,23,33,155,165
41219064,1,66,13597,10,3,7,4,0,89,22,90
66781785,2,38,04997,11,4,9,3,0,521,67,197
20747499,1,48,02800,10,3,6,4,0,33,137,147
41357816,1,53,22736,12,5,10,2,61,135,36,336
82737384,2,63,26436,11,4,5,3,0,33,20,30
63612934,1,56,13327,14,7,12,1,43,356,57,186
56231867,2,51,04174,12,3,6,2,0,33,310,320
57379271,1,37,06593,11,4,9,3,53,241,63,209
17184579,2,51,28526,13,5,7,1,0,85,26,284
58365543,1,42,41423,9,2,9,1,0,171,60,242
38068274,2,28,13628,11,4,8,1,0,175,26,74
36423388,2,43,59004,10,3,6,1,0,33,22,32
13780252,2,70,21653,10,3,6,5,0,33,216,226
58236771,1,61,15593,10,3,8,6,0,338,81,205
21852103,2,54,16263,10,3,10,5,0,631,32,222
33552100,2,42,18274,13,5,9,1,0,178,26,103
14066382,1,56,16704,11,4,8,1,0,75,24,236
49792623,1,65,21030,9,2,6,1,0,33,121,131
37576621,2,32,04794,13,5,9,1,0,198,31,128
38086397,1,57,05411,10,3,8,5,0,243,57,212
44064331,2,65,06276,11,4,7,10,0,82,54,153
99503618,2,61,10414,11,4,10,2,0,252,23,328
76807718,2,79,54056,10,3,11,2,29,33,22,97
27626345,1,58,18455,10,3,7,1,0,69,109,233
27626347,2,31,04029,9,2,6,1,0,33,26,36
13021847,2,33,10387,12,5,7,2,47,150,56,83
84859023,1,75,16056,11,3,5,3,0,33,20,30
63368073,2,56,10341,13,4,8,1,0,185,21,342
93528401,2,61,14528,16,7,8,1,0,172,26,100
58044246,2,33,47320,13,4,7,1,0,423,76,95
15111283,1,57,37756,10,3,10,9,0,328,30,161
71452801,2,30,28443,10,3,6,1,0,33,79,89
52003532,2,74,12238,10,3,6,2,0,33,112,122
71905276,2,52,12031,10,3,8,6,0,150,24,225
81510625,2,38,48304,15,8,8,1,0,364,52,149
78636073,1,71,08743,11,3,11,2,77,218,34,223
75935881,2,36,57044,17,7,10,1,0,117,25,107
28456692,2,74,11492,11,3,6,2,47,33,87,97
56995522,2,35,39237,12,5,8,3,0,143,23,117
40941358,2,45,15537,14,6,7,1,0,152,74,190
91493418,1,59,06181,14,5,9,2,0,658,29,155
66037779,2,50,39367,11,4,7,4,0,264,247,305
58099471,2,41,22161,18,10,8,2,0,128,179,194
32357513,1,45,16841,9,2,7,1,0,37,68,120
71530106,1,47,17848,11,4,6,2,0,33,262,272
83842393,2,43,05800,13,5,6,1,125,33,180,190
28107058,1,43,42818,10,3,9,2,29,33,24,44
29959866,2,64,21544,10,3,6,1,0,33,107,117
65868643,1,68,15855,11,3,8,1,0,87,84,233
95324219,2,66,06734,10,3,7,9,0,55,92,195
16757345,1,75,54637,10,3,12,15,0,57,21,158
87213963,2,63,02436,13,6,8,1,0,98,52,128
77013136,2,63,10385,10,3,8,5,0,115,29,199
17254785,2,45,16585,10,3,9,4,0,590,57,207
59405454,1,42,35264,10,3,7,2,25,47,24,196
35652578,1,53,34195,9,2,8,1,0,81,41,65
73451067,2,59,05288,14,6,9,6,0,78,185,277
35120951,2,44,17051,17,8,9,1,0,58,76,213
55879923,2,43,13556,12,5,6,1,0,33,217,227
99607998,2,65,37104,11,4,9,1,115,123,27,117
67886157,2,55,50213,12,4,10,1,0,170,22,127
11674060,2,72,36671,10,3,6,6,101,33,44,54
68863271,1,31,38095,10,3,10,2,25,75,25,80
19520606,2,44,25769,12,4,8,2,0,313,100,277
84195243,2,42,06112,12,5,5,1,43,33,20,30
48908690,1,27,06736,11,4,7,2,79,159,23,36
46575614,2,49,06252,14,6,11,3,0,415,38,227
75588149,2,40,51176,15,8,9,1,101,68,76,134
89369449,2,67,01384,10,3,6,4,53,33,259,269
24889144,2,56,35399,11,4,6,7,0,33,32,42
33475203,1,75,28542,10,3,5,8,0,33,20,30
85535897,2,51,42612,10,3,9,4,0,367,32,209
33370643,1,59,06945,18,11,8,1,0,193,91,194
97122481,2,59,03485,11,4,6,3,0,33,212,222
95357111,2,31,15537,11,4,6,1,0,33,23,33
31886465,2,55,05554,10,3,8,2,0,297,23,254
67971681,1,44,39509,15,7,11,2,0,33,55,209
85839629,2,63,37626,12,4,6,2,0,33,50,60
12033915,1,68,35234,12,4,10,2,0,846,72,338
13320277,1,34,63207,12,5,7,2,0,253,68,128
82442662,2,65,12541,11,4,8,2,0,33,21,242
95906067,2,30,58256,13,6,6,1,0,33,46,56
80548296,1,42,16898,18,10,10,1,79,628,68,274
48921990,1,31,28715,12,5,11,1,0,271,71,136
21079925,2,46,41450,11,4,12,1,79,86,25,249
78164022,2,39,13558,9,2,7,1,0,36,123,167
14163105,2,39,07639,11,4,6,2,41,33,180,190
97301909,2,62,15288,11,4,9,1,0,158,44,187
61990234,1,38,13555,10,3,8,10,0,83,73,148
96255111,1,44,35234,10,3,7,5,55,65,27,38
10005517,2,50,07760,11,3,11,1,0,414,83,172
82074368,2,55,10108,12,5,9,1,103,252,35,339
76917273,2,55,14995,12,4,8,2,0,97,36,136
34730246,1,36,27805,11,3,5,2,25,33,20,30
44133767,2,37,13561,11,4,6,1,0,33,139,149
49542598,2,60,34018,12,4,6,3,71,33,66,76
46555860,2,56,34112,14,6,10,1,0,428,37,320
14917163,2,48,12507,15,5,8,2,0,236,52,283
17094045,1,37,50554,10,3,6,1,0,33,83,93
91478762,1,57,26436,13,4,8,1,0,415,56,153
57911463,1,40,27173,13,6,7,1,0,140,35,111
77205592,2,55,02633,10,3,7,2,0,77,29,41
66373102,2,42,14519,10,3,8,1,0,426,65,145
78198122,2,45,17735,12,5,10,2,0,197,33,275
90399351,1,46,36541,9,2,8,1,0,110,54,273
66811774,1,46,04715,13,6,11,2,0,422,25,212
36844202,1,46,46977,12,5,8,2,0,123,28,248
74049438,1,65,38435,10,3,6,17,175,33,49,59
26383237,2,34,17079,12,5,8,1,47,369,63,84
92346909,2,72,28644,9,2,9,1,0,140,74,261
44510545,1,44,61140,12,5,12,2,0,527,55,128
12163397,2,45,42259,11,3,6,2,0,33,121,131
26850803,2,35,08513,12,5,8,1,0,115,106,119
54251534,2,55,51174,10,3,9,3,0,211,26,190
67874890,2,55,26129,12,4,8,4,0,223,150,248
98637956,2,34,04763,13,6,9,1,0,475,72,95
40158839,2,58,63641,13,4,7,3,0,143,159,257
90464844,2,51,06180,12,4,9,1,0,433,46,281
99546241,1,44,59007,9,2,5,1,0,33,20,30
50121482,2,50,15829,10,3,6,3,0,33,99,109
22901793,2,61,21995,10,3,10,5,0,153,34,247
38930481,1,67,11027,10,3,5,1,0,33,20,30
99739203,1,56,21524,10,3,6,5,0,33,176,186
74665456,2,60,06168,10,3,13,2,0,339,44,308
18937114,1,51,10306,9,2,10,1,0,258,29,203
91434141,2,41,08849,12,5,14,2,0,1862,21,210
24768396,2,44,37410,14,5,12,1,0,117,37,218
29462593,1,52,16026,12,5,10,1,0,39,23,270
24551053,2,61,52518,14,4,7,1,151,59,57,158
60785836,1,46,04158,10,3,10,1,23,212,23,175
71311731,2,47,14483,10,3,8,2,0,100,27,202
59176953,2,44,24042,16,7,9,1,0,233,75,249
98030974,1,44,07619,10,3,9,2,0,232,25,301
34147180,2,55,08334,14,5,8,1,103,132,61,358
74119494,2,28,07217,10,3,6,5,0,33,62,72
65376370,2,62,29017,10,3,8,2,0,34,59,205
20767862,1,68,01432,10,3,7,1,23,37,105,127
50645951,1,35,07757,15,6,10,1,85,179,101,168
74973134,2,48,10323,12,4,8,3,59,361,59,160
75714767,2,44,16585,18,9,9,1,113,87,90,190
67157011,2,34,07024,12,3,7,2,0,82,33,85
74747393,2,40,06180,11,4,8,1,0,477,59,112
91047352,1,36,61476,10,3,11,1,23,321,23,102
47242335,2,58,04914,9,2,6,1,0,33,181,191
52166394,2,44,27406,11,4,8,5,95,45,25,152
77031612,2,42,06023,11,4,10,1,0,160,24,206
70708144,1,47,53044,9,2,9,1,0,107,43,136
80426545,1,42,42209,10,3,7,9,0,66,33,207
50747917,2,44,13492,11,3,7,4,0,261,47,222
17987414,2,41,14306,12,4,8,3,0,231,82,164
11847130,1,43,01724,9,2,6,1,0,33,43,53
45330389,2,72,33630,10,3,5,14,151,33,20,30
12836134,1,50,61478,10,3,8,10,0,75,24,47
84517829,1,65,33146,11,4,10,2,65,86,109,289
27987548,2,51,47254,13,5,9,1,67,237,22,213
52745008,2,50,21091,13,4,8,1,0,147,37,185
73135411,2,40,39151,12,4,10,1,0,533,29,69
20274571,1,50,06103,11,4,7,13,0,105,140,192
96642892,2,65,31141,11,4,7,6,0,185,124,148
90021372,1,48,14420,11,4,7,2,0,76,36,49
15494202,2,34,50858,12,5,8,1,53,145,44,63
50632183,2,58,44461,11,3,7,3,0,58,173,242
48886079,2,41,02054,11,3,8,4,0,33,27,190
86770169,1,35,04213,11,4,5,2,0,33,20,30
34939315,2,57,33310,11,3,5,1,149,33,20,30
71256757,1,39,44021,11,3,12,1,0,211,54,178
25591082,2,48,38118,12,4,9,2,0,87,53,130
15531493,2,78,12555,12,4,7,1,0,33,103,191
30263963,2,40,08222,11,4,8,9,0,101,32,179
44000567,1,48,47256,11,3,9,1,107,300,90,257
88544221,2,48,08007,15,8,10,1,0,74,84,273
79232386,1,44,21323,13,4,9,3,0,247,55,227
22014901,2,27,31163,10,3,5,1,0,33,20,30
25217551,2,79,38807,10,3,5,2,0,33,20,30
54778576,1,28,14542,11,4,8,4,53,90,25,69
93379074,1,39,11925,12,4,10,2,49,86,31,194
60721527,2,43,08812,11,3,8,3,0,83,35,194
40891061,2,61,31142,12,4,7,2,0,33,33,91
26645084,1,32,13524,13,6,9,2,0,188,25,123
73798896,2,61,05800,12,3,7,2,0,33,106,121
95720255,2,38,22202,12,4,9,1,0,648,23,118
92181255,1,51,57328,12,4,9,2,67,106,27,103
89957087,1,38,51319,14,7,11,1,0,127,34,209
11179181,2,66,31198,12,5,10,2,0,164,40,144
99855121,2,60,52611,10,3,5,14,149,33,20,30
82285078,1,53,02418,14,6,9,1,127,138,45,245
96509880,2,25,51176,9,2,5,1,0,33,20,30
20602046,2,38,38618,11,4,10,3,0,76,41,208
79598142,1,45,04517,18,9,10,1,0,364,72,334
49099256,1,48,63629,10,3,13,2,25,531,26,71
64468909,2,66,15865,13,4,7,1,0,225,209,367
69912563,1,62,14545,15,8,11,1,31,775,76,139
10190870,2,43,12758,10,3,8,1,0,174,39,206
86694214,1,48,31974,11,3,10,3,0,249,55,295
27583972,1,53,37904,11,4,6,17,217,33,96,106
26657343,2,51,07760,10,3,5,16,0,33,20,30
52242114,1,53,10414,10,3,7,2,0,126,41,159
20591043,2,49,59018,14,6,7,2,0,223,73,102
91403474,2,45,57009,12,4,8,2,0,151,24,146
78897498,1,35,42832,11,3,8,4,89,74,54,93
11161199,2,84,56109,11,3,5,2,107,33,20,30
54828827,1,33,58690,13,5,9,1,0,224,26,147
83699421,2,33,58733,10,3,8,2,29,122,26,80
58353793,1,68,03335,11,4,8,3,67,51,145,268
11269308,1,48,54576,10,3,5,1,0,33,20,30
61566065,2,26,58456,9,2,5,1,0,33,20,30
63086503,2,57,39367,11,4,7,3,0,44,21,271
23834227,2,41,42784,14,5,8,1,0,257,60,151
27433583,1,59,18527,11,4,5,5,0,33,20,30
39548812,1,47,14521,10,3,8,2,0,555,23,258
28729191,1,79,24824,9,2,5,1,0,33,20,30
61216911,2,74,16056,10,3,5,7,83,33,20,30
22566118,1,77,06916,10,3,7,8,0,33,52,180
31703305,2,60,16969,11,4,8,1,0,89,77,279
20114627,2,73,13327,10,3,7,4,0,33,64,117
17600572,1,51,52638,9,2,12,1,0,193,26,202
91462776,2,51,52043,13,3,6,2,151,33,98,108
60808395,1,39,52691,12,5,6,2,0,33,79,89
63022156,1,48,21679,12,5,8,2,0,294,101,217
68099172,2,30,32221,11,4,10,2,0,52,23,62
82096943,2,55,34308,12,4,8,2,0,124,46,210
88930439,2,71,53025,15,5,5,1,0,33,20,30
39378753,2,46,07544,11,3,7,10,119,142,35,188
78322408,1,43,48092,11,4,10,2,67,744,26,251
76701896,2,62,38581,15,3,7,1,0,86,41,144
45089113,1,55,05564,11,4,6,1,173,33,45,55
93281620,2,44,03184,12,4,8,2,0,296,42,309
79610243,1,47,11922,9,2,12,1,0,454,29,290
27779734,2,39,11918,11,4,7,2,37,46,83,96
44485185,2,76,56400,10,3,6,3,67,33,128,138
86415402,2,47,26101,9,2,8,1,0,115,56,162
20483827,2,60,13272,10,3,7,1,0,186,75,334
35473426,2,66,14598,12,5,6,2,215,33,181,191
57775722,2,30,01892,9,2,6,1,0,33,29,39
56879622,1,48,04538,12,5,10,2,41,86,29,136
69059470,1,40,26434,13,5,12,2,41,33,51,100
87105246,2,47,04365,10,3,8,6,0,192,203,299
44415474,2,47,10341,10,3,7,2,0,288,240,251
42595102,2,58,16424,18,9,14,1,0,302,38,325
70731414,2,42,10340,10,3,6,5,0,33,59,69
92868903,1,31,08212,10,3,6,4,0,33,106,116
56002846,2,42,17581,10,3,7,11,0,272,53,224
71156899,2,44,39102,9,2,7,1,0,137,132,215
69547075,2,51,57535,12,5,6,1,0,33,57,67
22581557,2,49,25233,13,5,6,2,0,33,180,190
56478161,2,34,10463,10,3,5,3,0,33,20,30
57621514,2,29,48108,9,2,6,1,0,33,45,55
64114977,2,70,11922,11,3,6,9,0,33,292,302
71169317,2,47,28515,11,4,8,4,0,297,94,202
89370119,1,29,31129,10,3,6,13,0,33,23,33
41877293,2,53,18127,14,6,8,2,103,132,91,302
30031063,2,65,04513,12,4,7,1,0,73,42,308
89257821,2,55,18284,11,4,5,1,0,33,20,30
59744504,1,58,08000,10,3,8,3,0,137,22,122
50601517,1,50,46528,10,3,9,4,0,222,57,206
81477231,1,61,02165,10,3,8,3,37,56,46,154
33462238,2,56,44006,11,4,6,4,73,33,57,67
28071262,1,61,04088,9,2,6,1,0,33,43,53
92403496,2,36,08533,9,2,8,1,0,197,26,129
26432609,1,39,50617,10,3,6,1,0,33,23,33
92987848,2,29,41825,13,6,8,1,133,270,31,109
92149587,2,42,10842,10,3,8,6,65,155,108,195
86017665,1,46,39583,10,3,9,6,67,35,31,217
93185757,1,40,62328,12,4,9,2,0,745,31,85
51021639,2,46,41765,10,3,10,1,0,79,23,206
14581108,2,70,14910,12,4,7,1,0,110,99,227
61259019,2,55,28331,10,3,10,9,0,132,54,216
37271062,2,46,08093,10,3,9,11,0,296,24,231
50116796,1,43,08381,10,3,9,15,161,155,43,218
50015021,2,50,34639,13,3,6,1,0,33,45,55
74969925,2,53,22158,14,6,8,1,0,254,33,209
21653294,2,31,46754,10,3,8,3,35,298,42,99
12674014,1,32,16841,9,2,6,1,0,33,95,105
73055635,2,59,11438,10,3,6,2,0,33,107,117
93611831,2,29,51679,9,2,6,1,0,33,67,77
18664790,1,40,38102,12,3,11,3,0,498,30,185
39368642,1,46,13809,12,3,7,2,55,301,29,107
91669639,2,52,57767,20,8,10,1,0,336,24,119
51472716,1,48,54576,12,5,7,1,0,33,23,39
51176272,2,45,36219,10,3,7,1,49,51,64,145
62437610,2,38,48747,12,5,11,3,65,307,29,174
